,AdjClose,Close,Date,High,Low,Open,Volume
2469,"17,199.15","17,199.15","Apr 13, 2006","17,303.27","17,068.96","17,232.28","101,200"
2470,"17,162.55","17,162.55","Apr 12, 2006","17,325.21","17,162.00","17,297.18","117,400"
2471,"17,418.13","17,418.13","Apr 11, 2006","17,489.16","17,295.42","17,460.68","111,600"
2472,"17,456.58","17,456.58","Apr 10, 2006","17,489.61","17,385.25","17,455.03","104,000"
2473,"17,563.37","17,563.37","Apr 7, 2006","17,563.37","17,418.94","17,498.88","118,000"
2474,"17,489.33","17,489.33","Apr 6, 2006","17,489.33","17,347.01","17,365.57","111,400"
2475,"17,243.98","17,243.98","Apr 5, 2006","17,464.54","17,187.35","17,340.14","125,800"
2476,"17,292.91","17,292.91","Apr 4, 2006","17,410.30","17,266.39","17,295.58","115,400"
2477,"17,333.31","17,333.31","Apr 3, 2006","17,387.08","17,105.50","17,127.61","129,600"
2478,"17,059.66","17,059.66","Mar 31, 2006","17,094.61","16,995.77","17,088.76","100,600"
2479,"17,045.34","17,045.34","Mar 30, 2006","17,125.64","16,974.47","17,011.13","140,400"
2480,"16,938.41","16,938.41","Mar 29, 2006","16,976.29","16,613.72","16,670.38","109,000"
2481,"16,690.24","16,690.24","Mar 28, 2006","16,690.24","16,463.95","16,550.47","95,600"
2482,"16,650.10","16,650.10","Mar 27, 2006","16,711.16","16,599.92","16,599.92","92,600"
2483,"16,560.87","16,560.87","Mar 24, 2006","16,612.52","16,462.47","16,501.50","80,800"
2484,"16,489.37","16,489.37","Mar 23, 2006","16,661.14","16,464.47","16,605.48","99,000"
2485,"16,495.48","16,495.48","Mar 22, 2006","16,583.25","16,477.26","16,578.50","122,600"
2486,"16,624.80","16,624.80","Mar 20, 2006","16,667.13","16,299.35","16,299.35","102,200"
2487,"16,339.73","16,339.73","Mar 17, 2006","16,339.73","16,106.38","16,172.74","90,600"
2488,"16,096.21","16,096.21","Mar 16, 2006","16,356.49","16,032.55","16,354.71","97,400"
2489,"16,319.04","16,319.04","Mar 15, 2006","16,367.76","16,291.77","16,342.52","89,600"
2490,"16,238.36","16,238.36","Mar 14, 2006","16,410.29","16,238.36","16,401.11","94,600"
2491,"16,361.51","16,361.51","Mar 13, 2006","16,379.47","16,242.16","16,264.59","94,800"
2492,"16,115.63","16,115.63","Mar 10, 2006","16,264.89","15,982.02","16,007.41","166,800"
2493,"16,036.91","16,036.91","Mar 9, 2006","16,049.61","15,645.30","15,645.30","117,800"
2494,"15,627.49","15,627.49","Mar 8, 2006","15,720.65","15,553.14","15,657.79","113,400"
2495,"15,726.02","15,726.02","Mar 7, 2006","15,864.57","15,678.12","15,864.57","113,000"
2496,"15,901.16","15,901.16","Mar 6, 2006","15,901.16","15,609.80","15,668.63","99,800"
